participant,trial,condition,rt_ms,correct
sub-024,95,incongruent,501.5,1
sub-024,96,congruent,532.5,1
sub-024,97,incongruent,656.0,1
sub-024,98,congruent,399.5,1
sub-024,99,congruent,467.3,1
sub-024,100,congruent,385.4,1
sub-025,1,congruent,485.0,1
sub-025,2,congruent,552.2,1
sub-025,3,congruent,387.6,1
sub-025,4,incongruent,482.5,1
sub-025,5,incongruent,611.3,1
sub-025,6,incongruent,619.9,1
sub-025,7,incongruent,557.9,1
sub-025,8,incongruent,528.4,1
sub-025,9,incongruent,630.6,1
sub-025,10,congruent,484.8,0
sub-025,11,incongruent,532.5,1
sub-025,12,incongruent,520.3,1
sub-025,13,congruent,472.4,1
sub-025,14,incongruent,612.0,1
sub-025,15,incongruent,675.1,0
sub-025,16,incongruent,589.9,1
sub-025,17,congruent,468.5,1
sub-025,18,congruent,428.5,1
sub-025,19,congruent,463.3,1
sub-025,20,incongruent,503.6,1
sub-025,21,congruent,554.4,1
sub-025,22,congruent,419.0,1
sub-025,23,incongruent,564.6,1
sub-025,24,incongruent,611.0,1
sub-025,25,congruent,546.7,1
sub-025,26,incongruent,528.0,1
sub-025,27,incongruent,695.2,1
sub-025,28,incongruent,394.5,1
sub-025,29,congruent,392.2,1
sub-025,30,congruent,438.3,1
sub-025,31,incongruent,619.1,1
sub-025,32,congruent,472.5,1
sub-025,33,incongruent,626.6,1
sub-025,34,congruent,454.7,0
sub-025,35,congruent,523.8,1
sub-025,36,incongruent,621.9,1
sub-025,37,congruent,528.0,1
sub-025,38,incongruent,626.1,1
sub-025,39,incongruent,678.4,1
sub-025,40,incongruent,519.6,1
sub-025,41,congruent,497.1,1
sub-025,42,incongruent,446.0,1
sub-025,43,incongruent,505.7,0
sub-025,44,congruent,604.8,1
sub-025,45,incongruent,630.1,1
sub-025,46,congruent,522.1,1
sub-025,47,congruent,499.8,1
sub-025,48,congruent,466.4,1
sub-025,49,incongruent,525.0,1
sub-025,50,congruent,508.3,1
sub-025,51,congruent,519.4,1
sub-025,52,incongruent,417.5,1
sub-025,53,incongruent,492.1,1
sub-025,54,incongruent,600.3,1
sub-025,55,incongruent,503.9,1
sub-025,56,congruent,465.6,1
sub-025,57,congruent,592.4,1
sub-025,58,congruent,568.4,1
sub-025,59,congruent,461.9,1
sub-025,60,congruent,418.4,1
sub-025,61,congruent,547.3,1
sub-025,62,congruent,593.7,1
sub-025,63,congruent,430.5,1
sub-025,64,congruent,531.0,1
sub-025,65,congruent,436.9,1
sub-025,66,incongruent,524.8,1
sub-025,67,congruent,511.5,1
sub-025,68,incongruent,603.1,1
sub-025,69,incongruent,572.2,0
sub-025,70,congruent,429.9,1
sub-025,71,congruent,343.5,1
sub-025,72,congruent,669.5,1
sub-025,73,incongruent,575.8,1
sub-025,74,incongruent,620.5,1
sub-025,75,incongruent,679.8,1
sub-025,76,incongruent,535.3,1
sub-025,77,incongruent,557.6,1
sub-025,78,congruent,447.5,1
sub-025,79,incongruent,438.8,1
sub-025,80,congruent,408.1,1
sub-025,81,incongruent,597.7,1
sub-025,82,congruent,467.3,1
sub-025,83,incongruent,604.7,1
sub-025,84,incongruent,561.5,1
sub-025,85,congruent,535.4,1
sub-025,86,congruent,454.7,1
sub-025,87,congruent,480.5,1
sub-025,88,incongruent,661.9,1
sub-025,89,congruent,475.2,1
sub-025,90,congruent,617.7,1
sub-025,91,congruent,384.1,1
sub-025,92,incongruent,516.2,1
sub-025,93,incongruent,544.2,0
sub-025,94,congruent,469.4,0
sub-025,95,incongruent,691.3,1
sub-025,96,incongruent,642.8,1
sub-025,97,incongruent,592.3,1
sub-025,98,congruent,498.2,1
sub-025,99,congruent,395.3,1
sub-025,100,incongruent,586.7,1
sub-026,1,incongruent,670.3,1
sub-026,2,incongruent,668.8,1
sub-026,3,congruent,523.6,1
sub-026,4,incongruent,657.9,0
sub-026,5,incongruent,642.4,1
sub-026,6,congruent,523.5,1
sub-026,7,incongruent,612.7,0
sub-026,8,congruent,633.7,1
sub-026,9,incongruent,626.1,1
sub-026,10,incongruent,639.1,1
sub-026,11,congruent,492.0,1
sub-026,12,congruent,530.3,1
sub-026,13,congruent,495.7,0
sub-026,14,congruent,545.2,1
sub-026,15,incongruent,608.3,1
sub-026,16,incongruent,598.8,1
sub-026,17,incongruent,566.7,1
sub-026,18,incongruent,624.4,1
sub-026,19,congruent,452.5,1
sub-026,20,incongruent,670.7,1
sub-026,21,congruent,491.8,1
sub-026,22,incongruent,586.6,0
sub-026,23,congruent,537.3,1
sub-026,24,congruent,559.7,1
sub-026,25,incongruent,623.3,1
sub-026,26,congruent,375.9,1
sub-026,27,incongruent,570.1,0
sub-026,28,congruent,454.8,1
sub-026,29,congruent,477.8,1
sub-026,30,congruent,507.1,1
sub-026,31,congruent,536.9,1
sub-026,32,incongruent,613.0,1
sub-026,33,congruent,538.2,1
sub-026,34,incongruent,677.0,0
sub-026,35,incongruent,635.2,0
sub-026,36,incongruent,707.5,1
sub-026,37,incongruent,662.2,1
sub-026,38,congruent,428.1,1
sub-026,39,incongruent,718.5,1
sub-026,40,congruent,620.2,1
sub-026,41,incongruent,625.2,0
sub-026,42,congruent,628.0,1
sub-026,43,congruent,436.1,1
sub-026,44,incongruent,666.3,1
sub-026,45,congruent,460.7,1
sub-026,46,congruent,509.8,1
sub-026,47,incongruent,548.4,1
sub-026,48,congruent,534.0,1
sub-026,49,congruent,458.2,1
sub-026,50,incongruent,708.5,1
sub-026,51,incongruent,574.5,1
sub-026,52,congruent,551.5,1
sub-026,53,congruent,448.3,1
sub-026,54,congruent,444.0,1
sub-026,55,congruent,522.3,1
sub-026,56,congruent,612.1,1
sub-026,57,congruent,535.3,1
sub-026,58,congruent,495.8,1
sub-026,59,incongruent,586.4,1
sub-026,60,congruent,619.4,1
sub-026,61,incongruent,546.0,1
sub-026,62,congruent,518.9,1
sub-026,63,incongruent,741.2,1
sub-026,64,congruent,437.7,1
sub-026,65,congruent,536.5,1
sub-026,66,incongruent,563.5,1
sub-026,67,congruent,545.3,1
sub-026,68,congruent,603.5,1
sub-026,69,incongruent,792.2,1
sub-026,70,incongruent,708.9,0
sub-026,71,incongruent,648.3,0
sub-026,72,incongruent,609.1,0
sub-026,73,incongruent,577.6,1
sub-026,74,incongruent,521.7,0
sub-026,75,incongruent,702.8,1
sub-026,76,congruent,378.2,1
sub-026,77,congruent,565.6,1
sub-026,78,congruent,527.6,1
sub-026,79,congruent,629.2,1
sub-026,80,incongruent,610.7,1
sub-026,81,congruent,571.9,1
sub-026,82,incongruent,697.0,1
sub-026,83,incongruent,666.2,1
sub-026,84,congruent,501.2,1
sub-026,85,incongruent,628.2,1
sub-026,86,incongruent,515.5,1
sub-026,87,incongruent,662.4,1
sub-026,88,congruent,544.8,1
sub-026,89,incongruent,565.7,1
sub-026,90,congruent,532.8,1
sub-026,91,incongruent,677.2,1
sub-026,92,incongruent,633.2,0
sub-026,93,incongruent,509.1,1
sub-026,94,congruent,618.3,1
sub-026,95,congruent,491.0,1
sub-026,96,incongruent,644.9,1
sub-026,97,congruent,412.4,1
sub-026,98,congruent,414.6,1
sub-026,99,incongruent,594.1,0
sub-026,100,incongruent,606.4,1
sub-027,1,incongruent,648.0,1
sub-027,2,incongruent,491.2,1
sub-027,3,incongruent,537.4,1
sub-027,4,incongruent,635.8,0
sub-027,5,congruent,507.9,1
sub-027,6,congruent,478.9,1
sub-027,7,incongruent,751.7,1
sub-027,8,congruent,414.3,1
sub-027,9,incongruent,646.9,1
sub-027,10,congruent,537.3,1
sub-027,11,congruent,453.2,1
sub-027,12,incongruent,613.9,0
sub-027,13,incongruent,571.9,1
sub-027,14,incongruent,451.0,0
sub-027,15,congruent,427.7,1
sub-027,16,congruent,561.8,1
sub-027,17,incongruent,608.8,1
sub-027,18,incongruent,632.4,1
sub-027,19,congruent,498.7,1
sub-027,20,congruent,533.0,1
sub-027,21,congruent,483.3,1
sub-027,22,congruent,437.6,1
sub-027,23,incongruent,652.2,1
sub-027,24,incongruent,535.1,1
sub-027,25,congruent,498.9,1
sub-027,26,congruent,480.5,1
sub-027,27,incongruent,725.5,1
sub-027,28,congruent,461.9,1
sub-027,29,congruent,504.3,1
sub-027,30,incongruent,648.2,1
sub-027,31,congruent,525.6,0
sub-027,32,incongruent,673.7,1
sub-027,33,incongruent,625.6,1
sub-027,34,congruent,559.3,1
sub-027,35,incongruent,718.1,1
sub-027,36,incongruent,525.1,1
sub-027,37,congruent,542.7,1
sub-027,38,incongruent,678.3,1
sub-027,39,incongruent,470.4,1
sub-027,40,congruent,600.9,1
sub-027,41,congruent,569.5,1
sub-027,42,incongruent,487.6,1
sub-027,43,incongruent,669.7,1
sub-027,44,congruent,492.2,1
sub-027,45,congruent,562.5,1
sub-027,46,congruent,552.3,1
sub-027,47,congruent,443.1,1
sub-027,48,congruent,516.2,1
sub-027,49,congruent,521.4,1
sub-027,50,incongruent,546.8,1
sub-027,51,congruent,567.1,1
sub-027,52,incongruent,530.0,1
sub-027,53,incongruent,674.3,0
sub-027,54,incongruent,722.8,0
sub-027,55,incongruent,597.8,1
sub-027,56,incongruent,595.2,0
sub-027,57,congruent,486.9,1
sub-027,58,congruent,489.0,1
sub-027,59,congruent,449.2,0
sub-027,60,incongruent,607.3,1
sub-027,61,incongruent,556.9,1
sub-027,62,congruent,504.2,0
sub-027,63,incongruent,543.9,1
sub-027,64,congruent,515.1,1
sub-027,65,incongruent,565.9,1
sub-027,66,congruent,449.1,0
sub-027,67,congruent,448.4,1
sub-027,68,congruent,539.9,1
sub-027,69,congruent,414.4,1
sub-027,70,congruent,535.0,1
sub-027,71,congruent,507.1,1
sub-027,72,incongruent,657.6,1
sub-027,73,incongruent,624.7,1
sub-027,74,congruent,437.9,1
sub-027,75,incongruent,621.2,1
sub-027,76,incongruent,598.4,1
sub-027,77,congruent,473.9,1
sub-027,78,incongruent,522.8,1
sub-027,79,congruent,607.3,1
sub-027,80,congruent,567.5,1
sub-027,81,congruent,467.9,1
sub-027,82,incongruent,625.9,1
sub-027,83,incongruent,616.9,1
sub-027,84,congruent,470.6,1
sub-027,85,congruent,480.0,1
sub-027,86,congruent,458.6,1
sub-027,87,congruent,453.2,1
sub-027,88,incongruent,562.5,1
sub-027,89,incongruent,648.3,1
sub-027,90,incongruent,521.0,1
sub-027,91,incongruent,667.1,1
sub-027,92,incongruent,636.1,1
sub-027,93,incongruent,753.6,0
sub-027,94,incongruent,639.9,1
sub-027,95,incongruent,582.7,1
sub-027,96,congruent,465.2,1
sub-027,97,congruent,434.4,1
sub-027,98,incongruent,572.3,1
sub-027,99,congruent,566.5,1
sub-027,100,incongruent,587.0,1
sub-028,1,congruent,531.1,1
sub-028,2,incongruent,490.9,0
sub-028,3,incongruent,652.7,1
sub-028,4,incongruent,662.4,1
sub-028,5,congruent,494.8,1
sub-028,6,incongruent,654.7,1
sub-028,7,congruent,568.8,1
sub-028,8,incongruent,601.0,1
sub-028,9,incongruent,689.7,0
sub-028,10,congruent,412.4,1
sub-028,11,congruent,491.5,1
sub-028,12,congruent,551.8,1
sub-028,13,incongruent,620.2,1
sub-028,14,incongruent,588.2,1
sub-028,15,congruent,549.4,1
sub-028,16,incongruent,581.9,1
sub-028,17,incongruent,664.2,1
sub-028,18,incongruent,601.6,1
sub-028,19,incongruent,618.3,1
sub-028,20,congruent,527.6,1
sub-028,21,congruent,546.7,1
sub-028,22,incongruent,540.3,1
sub-028,23,incongruent,623.8,1
sub-028,24,congruent,534.3,1
sub-028,25,incongruent,425.8,1
sub-028,26,incongruent,567.1,1
sub-028,27,incongruent,617.9,1
sub-028,28,incongruent,581.6,1
sub-028,29,congruent,609.9,1
sub-028,30,incongruent,543.4,1
sub-028,31,congruent,378.0,1
sub-028,32,incongruent,704.0,1
sub-028,33,congruent,598.6,1
sub-028,34,incongruent,664.8,1
sub-028,35,incongruent,524.3,1
sub-028,36,congruent,572.6,1
sub-028,37,congruent,557.6,1
sub-028,38,congruent,398.9,1
sub-028,39,congruent,475.9,1
sub-028,40,congruent,479.1,1
sub-028,41,incongruent,479.1,1
sub-028,42,congruent,593.9,1
sub-028,43,incongruent,679.4,0
sub-028,44,incongruent,496.4,1
sub-028,45,congruent,577.5,1
sub-028,46,incongruent,602.4,1
sub-028,47,incongruent,495.7,1
sub-028,48,congruent,422.8,1
sub-028,49,incongruent,498.4,1
sub-028,50,incongruent,447.3,1
sub-028,51,congruent,420.6,1
sub-028,52,congruent,507.2,1
sub-028,53,congruent,491.3,1
sub-028,54,incongruent,591.7,0
sub-028,55,congruent,608.4,1
sub-028,56,congruent,479.7,1
sub-028,57,incongruent,516.2,1
sub-028,58,congruent,509.9,1
sub-028,59,congruent,578.1,1
sub-028,60,incongruent,518.3,1
sub-028,61,congruent,518.8,1
sub-028,62,incongruent,476.8,1
sub-028,63,congruent,447.6,1
sub-028,64,incongruent,579.2,1
sub-028,65,congruent,485.2,1
sub-028,66,congruent,459.5,1
sub-028,67,congruent,398.6,1
sub-028,68,congruent,382.7,1
sub-028,69,incongruent,562.9,1
sub-028,70,incongruent,536.4,1
sub-028,71,congruent,481.0,1
sub-028,72,congruent,571.7,1
sub-028,73,incongruent,579.1,1
sub-028,74,incongruent,629.5,0
sub-028,75,congruent,445.7,1
sub-028,76,congruent,585.5,1
sub-028,77,incongruent,618.3,1
sub-028,78,congruent,445.2,1
sub-028,79,congruent,541.9,1
sub-028,80,congruent,571.8,1
sub-028,81,congruent,467.1,1
sub-028,82,incongruent,500.1,1
sub-028,83,incongruent,635.2,1
sub-028,84,incongruent,541.4,1
sub-028,85,congruent,533.3,1
sub-028,86,congruent,499.0,1
sub-028,87,incongruent,369.4,1
sub-028,88,incongruent,523.4,1
sub-028,89,incongruent,545.4,1
sub-028,90,congruent,483.7,1
sub-028,91,incongruent,558.3,1
sub-028,92,incongruent,500.4,1
sub-028,93,congruent,634.8,1
sub-028,94,incongruent,531.2,1
sub-028,95,congruent,561.9,1
sub-028,96,congruent,684.2,1
sub-028,97,incongruent,654.5,0
sub-028,98,congruent,491.7,1
sub-028,99,incongruent,623.2,1
sub-028,100,congruent,477.3,1
sub-029,1,incongruent,414.8,1
sub-029,2,incongruent,584.2,1
sub-029,3,congruent,508.5,1
sub-029,4,incongruent,557.2,1
sub-029,5,congruent,477.7,0
sub-029,6,congruent,519.1,1
sub-029,7,congruent,484.8,1
sub-029,8,congruent,437.2,1
sub-029,9,incongruent,581.6,1
sub-029,10,incongruent,485.3,1
sub-029,11,incongruent,633.0,1
sub-029,12,congruent,510.7,1
sub-029,13,congruent,504.5,1
sub-029,14,incongruent,632.7,0
sub-029,15,congruent,515.1,1
sub-029,16,congruent,485.7,1
sub-029,17,congruent,511.8,1
sub-029,18,incongruent,528.9,1
sub-029,19,congruent,473.9,1
sub-029,20,congruent,458.9,1
sub-029,21,congruent,464.2,1
sub-029,22,congruent,533.1,1
sub-029,23,incongruent,420.3,1
sub-029,24,incongruent,437.1,1
sub-029,25,incongruent,389.3,1
sub-029,26,congruent,520.2,1
sub-029,27,congruent,486.8,1
sub-029,28,congruent,582.6,1
sub-029,29,incongruent,614.8,0
sub-029,30,incongruent,552.0,1
sub-029,31,congruent,554.7,1
sub-029,32,congruent,457.6,1
sub-029,33,incongruent,486.9,1
sub-029,34,congruent,478.3,1
sub-029,35,incongruent,489.5,1
sub-029,36,incongruent,524.2,1
sub-029,37,congruent,470.7,1
sub-029,38,incongruent,433.0,0
sub-029,39,congruent,598.5,1
sub-029,40,congruent,447.7,1
sub-029,41,incongruent,381.2,0
sub-029,42,incongruent,524.0,1
sub-029,43,incongruent,533.1,1
sub-029,44,congruent,441.8,1
sub-029,45,incongruent,610.7,0
sub-029,46,congruent,413.1,1
sub-029,47,congruent,540.6,1
sub-029,48,incongruent,499.4,0
sub-029,49,congruent,508.8,1
sub-029,50,congruent,479.9,1
sub-029,51,congruent,519.0,1
sub-029,52,incongruent,493.7,1
sub-029,53,incongruent,561.9,1
sub-029,54,incongruent,598.4,1
sub-029,55,incongruent,489.6,1
sub-029,56,congruent,389.6,1
sub-029,57,incongruent,492.7,1
sub-029,58,incongruent,585.0,1
sub-029,59,incongruent,526.3,1
sub-029,60,incongruent,336.0,1
sub-029,61,congruent,486.4,1
sub-029,62,congruent,579.2,1
sub-029,63,incongruent,470.7,1
sub-029,64,congruent,531.0,1
sub-029,65,congruent,355.2,1
sub-029,66,congruent,597.1,0
sub-029,67,congruent,413.9,1
sub-029,68,incongruent,377.0,1
sub-029,69,congruent,465.4,1
sub-029,70,incongruent,542.3,1
sub-029,71,congruent,458.6,1
sub-029,72,incongruent,485.8,1
sub-029,73,incongruent,466.5,0
sub-029,74,incongruent,517.1,1
sub-029,75,congruent,466.6,1
sub-029,76,congruent,439.5,1
sub-029,77,incongruent,545.6,1
sub-029,78,incongruent,546.3,1
sub-029,79,congruent,629.2,1
sub-029,80,incongruent,458.9,1
sub-029,81,incongruent,575.8,1
sub-029,82,incongruent,604.5,1
sub-029,83,incongruent,550.8,1
sub-029,84,incongruent,595.0,1
sub-029,85,congruent,572.6,1
sub-029,86,congruent,448.2,1
sub-029,87,congruent,489.4,1
sub-029,88,incongruent,596.4,1
sub-029,89,congruent,447.8,1
sub-029,90,incongruent,596.6,1
sub-029,91,congruent,446.2,1
sub-029,92,incongruent,503.9,1
sub-029,93,congruent,410.2,1
sub-029,94,incongruent,633.2,1
sub-029,95,congruent,485.4,1
sub-029,96,incongruent,527.3,1
sub-029,97,congruent,462.7,1
sub-029,98,congruent,397.8,0
sub-029,99,incongruent,555.2,1
sub-029,100,incongruent,512.5,1
sub-030,1,congruent,554.3,1
sub-030,2,congruent,509.7,0
sub-030,3,congruent,495.2,0
sub-030,4,congruent,400.8,1
sub-030,5,incongruent,634.9,1
sub-030,6,congruent,494.7,1
sub-030,7,congruent,625.6,1
sub-030,8,congruent,530.9,1
sub-030,9,incongruent,699.0,1
sub-030,10,incongruent,715.5,1
sub-030,11,congruent,589.0,1
sub-030,12,incongruent,649.3,1
sub-030,13,incongruent,615.0,1
sub-030,14,congruent,523.3,1
sub-030,15,congruent,602.6,1
sub-030,16,congruent,615.0,1
sub-030,17,incongruent,771.4,1
sub-030,18,congruent,621.1,1
sub-030,19,incongruent,677.0,1
sub-030,20,incongruent,557.2,1
sub-030,21,congruent,577.8,1
sub-030,22,congruent,599.3,1
sub-030,23,congruent,574.2,1
sub-030,24,congruent,552.7,1
sub-030,25,incongruent,590.1,1
sub-030,26,incongruent,553.5,1
sub-030,27,incongruent,641.3,1
sub-030,28,incongruent,575.4,1
sub-030,29,incongruent,655.3,1
sub-030,30,congruent,581.0,1
sub-030,31,congruent,591.1,1
sub-030,32,congruent,586.8,1
sub-030,33,congruent,621.6,1
sub-030,34,incongruent,631.1,0
sub-030,35,incongruent,693.0,1
sub-030,36,incongruent,656.5,1
sub-030,37,congruent,573.5,1
sub-030,38,congruent,527.8,1
sub-030,39,incongruent,697.3,1
sub-030,40,incongruent,614.2,1
sub-030,41,incongruent,707.6,0
sub-030,42,incongruent,644.6,1
sub-030,43,incongruent,689.6,1
sub-030,44,congruent,627.5,1
sub-030,45,congruent,664.8,1
sub-030,46,incongruent,610.8,0
sub-030,47,congruent,502.2,1
sub-030,48,congruent,606.2,1
sub-030,49,incongruent,610.0,1
sub-030,50,congruent,423.6,1
sub-030,51,incongruent,657.6,0
sub-030,52,congruent,494.5,1
sub-030,53,congruent,587.0,0
sub-030,54,congruent,648.8,1
sub-030,55,congruent,555.7,1
sub-030,56,congruent,675.3,1
sub-030,57,congruent,420.9,1
sub-030,58,congruent,634.8,1
sub-030,59,congruent,581.1,1
sub-030,60,incongruent,619.1,1
sub-030,61,congruent,494.1,1
sub-030,62,congruent,583.0,1
sub-030,63,incongruent,598.5,1
sub-030,64,incongruent,738.6,1
sub-030,65,congruent,537.5,1
sub-030,66,incongruent,659.0,1
sub-030,67,incongruent,685.5,1
sub-030,68,congruent,557.9,1
sub-030,69,incongruent,577.0,1
sub-030,70,incongruent,647.8,1
sub-030,71,congruent,502.1,1
sub-030,72,incongruent,590.8,1
sub-030,73,incongruent,599.9,1
sub-030,74,incongruent,651.1,0
sub-030,75,congruent,596.1,1
sub-030,76,congruent,681.7,1
sub-030,77,incongruent,616.2,0
sub-030,78,incongruent,672.4,1
sub-030,79,incongruent,580.3,1
sub-030,80,congruent,436.0,1
sub-030,81,incongruent,629.6,1
sub-030,82,congruent,652.5,1
sub-030,83,incongruent,608.5,1
sub-030,84,incongruent,611.5,1
sub-030,85,incongruent,654.3,1
sub-030,86,congruent,593.5,1
sub-030,87,congruent,711.1,1
sub-030,88,incongruent,583.5,1
sub-030,89,incongruent,637.7,1
sub-030,90,congruent,620.8,1
sub-030,91,incongruent,669.6,1
sub-030,92,congruent,489.5,1
sub-030,93,incongruent,556.7,1
sub-030,94,incongruent,640.1,1
sub-030,95,congruent,640.8,1
sub-030,96,incongruent,488.1,1
sub-030,97,incongruent,740.0,1
sub-030,98,incongruent,693.1,1
sub-030,99,incongruent,607.6,1
sub-030,100,congruent,657.8,1
